Id,Unknown0,Level,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,Stat1Group,Stat2Group,Stat3Group,Stat4Group,Domain,Name,GenerationType,CorrectGroup,Data0Length,Data0,Data1Length,Data1,Unknown22,Unknown23,Data2Length,Data2,Unknown26,Data3Length,Data3,Data4Length,Data4,Metadata,Unknown32
"MonsterDescent2Boss",24601,1,4000,4000,1000,1000,0,0,0,0,11,10,-72340172838076674,-72340172838076674,3,"",3,"MonsterDescent2Boss",0,203538,0,203538,-72340172838076674,0,0,203538,-72340172838076674,0,203538,0,203538,"",-72340172838076674
"MonsterDescent2FinalBoss",22271,1,20000,20000,0,0,0,0,0,0,9,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterDescent2FinalBoss",0,203650,0,203650,-72340172838076674,0,0,203650,-72340172838076674,0,203650,0,203650,"",-72340172838076674
"MonsterMercilessDrops1",16921,1,1715,1715,600,600,858,858,300,300,2001,2000,2008,2009,3,"",3,"MonsterMercilessDrops",0,203752,0,203752,-72340172838076674,0,0,203752,-72340172838076674,0,203752,0,203752,"",-72340172838076674
"MonsterMercilessDrops2",10203,1,2572,2572,1800,1800,1286,1286,900,900,2001,2000,2008,2009,3,"",3,"MonsterMercilessDrops",0,203854,0,203854,-72340172838076674,0,0,203854,-72340172838076674,0,203854,0,203854,"",-72340172838076674
"MonsterMercilessDrops3",5401,1,3430,3430,2400,2400,1715,1715,1200,1200,2001,2000,2008,2009,3,"",3,"MonsterMercilessDrops",0,203956,0,203956,-72340172838076674,0,0,203956,-72340172838076674,0,203956,0,203956,"",-72340172838076674
"MonsterSpeedAndDamageFixupComplete",46718,1,33,33,0,0,0,0,0,0,881,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterSpeedAndDamageFixup",0,204092,0,204092,-72340172838076674,0,0,204092,-72340172838076674,0,204092,0,204092,"",-72340172838076674
"MonsterSpeedAndDamageFixupLarge",26238,1,22,22,0,0,0,0,0,0,881,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterSpeedAndDamageFixup",0,204222,0,204222,-72340172838076674,0,0,204222,-72340172838076674,0,204222,0,204222,"",-72340172838076674
"MonsterSpeedAndDamageFixupSmall",56524,1,11,11,0,0,0,0,0,0,881,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterSpeedAndDamageFixup",0,204352,0,204352,-72340172838076674,0,0,204352,-72340172838076674,0,204352,0,204352,"",-72340172838076674
"MonsterUniqueNormalHillockDamageDecrease",2539,1,-20,-20,0,0,0,0,0,0,24,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterDamage",0,204474,0,204474,-72340172838076674,0,0,204474,-72340172838076674,0,204474,0,204474,"",-72340172838076674
"MonsterUniqueNormalHillockLifeDecrease",1297,1,-20,-20,0,0,0,0,0,0,124,730,-72340172838076674,-72340172838076674,3,"",3,"MaximumLifeIncreasePercent",0,204618,0,204618,-72340172838076674,0,0,204618,-72340172838076674,0,204618,0,204618,"",-72340172838076674
"MonsterImplicitAccurate1",43366,1,40,40,0,0,0,0,0,0,84,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"IncreasedAccuracyPercent",0,204730,0,204730,-72340172838076674,0,0,204730,-72340172838076674,0,204730,0,204730,"",-72340172838076674
"MonsterImplicitAuraSpeed1",64459,4,35,35,35,35,75,75,0,0,70,219,180,-72340172838076674,3,"",3,"MonsterAura",0,204818,0,204818,62,45,0,204818,-72340172838076674,2,204818,0,204826,"",-72340172838076674
"MonsterImplicitAuraLifeRegen1",50116,4,150,150,0,0,0,0,0,0,456,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,204922,0,204922,63,50,0,204922,-72340172838076674,2,204922,0,204930,"",-72340172838076674
"MonsterImplicitAuraLargeDamage1",21641,4,50,50,0,0,0,0,0,0,26,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,205030,0,205030,61,50,0,205030,-72340172838076674,2,205030,0,205038,"",-72340172838076674
"MonsterImplicitCriticals1",14510,1,300,300,50,50,0,0,0,0,562,95,-72340172838076674,-72340172838076674,3,"",3,"MonsterCriticalStrikes",0,205148,0,205148,-72340172838076674,0,0,205148,-72340172838076674,0,205148,0,205148,"",-72340172838076674
"MonsterImplicitAuraResists1",45944,4,35,35,0,0,0,0,0,0,141,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,205240,0,205240,64,50,0,205240,-72340172838076674,2,205240,0,205248,"",-72340172838076674
"MonsterImplicitAuraMediumDamage1",6016,4,30,30,0,0,0,0,0,0,26,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,205350,0,205350,60,50,0,205350,-72340172838076674,2,205350,0,205358,"",-72340172838076674
"MonsterImplicitFire1",2516,1,25,25,0,0,0,0,0,0,452,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"FireDamageAsPortionOfDamage",0,205468,0,205468,-72340172838076674,0,0,205468,-72340172838076674,0,205468,0,205468,"",-72340172838076674
"MonsterImplicitCold1",41983,1,25,25,0,0,0,0,0,0,453,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"ColdDamageAsPortionOfDamage",0,205578,0,205578,-72340172838076674,0,0,205578,-72340172838076674,0,205578,0,205578,"",-72340172838076674
"MonsterImplicitDamageReduction1",41561,1,40,40,0,0,0,0,0,0,117,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,205746,0,205746,-72340172838076674,0,0,205746,-72340172838076674,0,205746,0,205746,"",-72340172838076674
"MonsterImplicitIncreasedLife1",37011,1,50,50,20,20,0,0,0,0,124,730,-72340172838076674,-72340172838076674,3,"",3,"MaximumLifeIncreasePercent",0,205872,0,205872,-72340172838076674,0,0,205872,-72340172838076674,0,205872,0,205872,"",-72340172838076674
"MonsterImplicitFastAttack1",37729,1,40,40,0,0,0,0,0,0,70,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"IncreasedAttackSpeed",0,205980,0,205980,-72340172838076674,0,0,205980,-72340172838076674,0,205980,0,205980,"",-72340172838076674
"MonsterImplicitFastRun1",2242,1,50,50,0,0,0,0,0,0,180,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MovementVelocity",0,206074,0,206074,-72340172838076674,0,0,206074,-72340172838076674,0,206074,0,206074,"",-72340172838076674
"MonsterImplicitLifeRegen1",39648,1,100,100,0,0,0,0,0,0,456,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"LifeRegenerationRatePercentage",0,206200,0,206200,-72340172838076674,0,0,206200,-72340172838076674,0,206200,0,206200,"",-72340172838076674
"MonsterImplicitAuraEnergyShield1",23256,4,70,70,0,0,0,0,0,0,571,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,206302,0,206302,65,50,0,206302,-72340172838076674,2,206302,0,206310,"",-72340172838076674
"MonsterImplicitAuraEnergyShieldBubble1",5553,4,70,70,0,0,0,0,0,0,571,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,206424,0,206424,66,50,0,206424,-72340172838076674,2,206424,0,206432,"",-72340172838076674
"MonsterImplicitEvading1",63390,1,40,40,0,0,0,0,0,0,120,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"EvasionRatingPercent",0,206534,0,206534,-72340172838076674,0,0,206534,-72340172838076674,0,206534,0,206534,"",-72340172838076674
"MonsterImplicitSpellDamage",5122,1,20,20,0,0,0,0,0,0,25,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterSpellDamage",0,206638,0,206638,-72340172838076674,0,0,206638,-72340172838076674,0,206638,0,206638,"",-72340172838076674
"LocalCriticalStrikeChance1",51364,1,10,14,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Needling",2,"CriticalStrikeChanceIncrease",2,206784,2,206800,-72340172838076674,0,0,206808,-72340172838076674,0,206808,0,206808,"",-72340172838076674
"LocalCriticalStrikeChance2",36113,20,15,19,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Stinging",2,"CriticalStrikeChanceIncrease",2,206954,2,206970,-72340172838076674,0,0,206978,-72340172838076674,0,206978,0,206978,"",-72340172838076674
"LocalCriticalStrikeChance3",2757,30,20,24,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Piercing",2,"CriticalStrikeChanceIncrease",2,207124,2,207140,-72340172838076674,0,0,207148,-72340172838076674,0,207148,0,207148,"",-72340172838076674
"LocalCriticalStrikeChance4",25391,44,25,29,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Puncturing",2,"CriticalStrikeChanceIncrease",2,207298,2,207314,-72340172838076674,0,0,207322,-72340172838076674,0,207322,0,207322,"",-72340172838076674
"LocalCriticalStrikeChance5",49024,59,30,34,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Penetrating",2,"CriticalStrikeChanceIncrease",2,207474,2,207490,-72340172838076674,0,0,207498,-72340172838076674,0,207498,0,207498,"",-72340172838076674
"LocalCriticalStrikeChance6",44149,73,35,38,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Incision",2,"CriticalStrikeChanceIncrease",2,207644,2,207660,-72340172838076674,0,0,207668,-72340172838076674,0,207668,0,207668,"",-72340172838076674
"LocalCriticalStrikeChanceUniqueOneHandMace1",31457,1,25,25,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeChanceIncrease",0,207826,0,207826,-72340172838076674,0,0,207826,-72340172838076674,0,207826,0,207826,"",-72340172838076674
"LocalCriticalStrikeChanceUniqueOneHandSword4",23494,1,90,110,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeChanceIncrease",0,207986,0,207986,-72340172838076674,0,0,207986,-72340172838076674,0,207986,0,207986,"",-72340172838076674
"LocalCriticalStrikeChanceUniqueDescentDagger1",44416,1,100,100,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeChanceIncrease",0,208148,0,208148,-72340172838076674,0,0,208148,-72340172838076674,0,208148,0,208148,"",-72340172838076674
"LocalCriticalStrikeChanceUniqueDagger8",34189,1,40,50,0,0,0,0,0,0,565,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeChanceIncrease",0,208296,0,208296,-72340172838076674,0,0,208296,-72340172838076674,0,208296,0,208296,"",-72340172838076674
"LocalCriticalMultiplier1",40810,8,10,14,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Ire",2,"CriticalStrikeMultiplier",2,208420,2,208436,-72340172838076674,0,0,208444,-72340172838076674,0,208444,0,208444,"",-72340172838076674
"LocalCriticalMultiplier2",58570,21,15,19,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Anger",2,"CriticalStrikeMultiplier",2,208572,2,208588,-72340172838076674,0,0,208596,-72340172838076674,0,208596,0,208596,"",-72340172838076674
"LocalCriticalMultiplier3",7777,30,20,24,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Rage",2,"CriticalStrikeMultiplier",2,208722,2,208738,-72340172838076674,0,0,208746,-72340172838076674,0,208746,0,208746,"",-72340172838076674
"LocalCriticalMultiplier4",58907,44,25,29,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Fury",2,"CriticalStrikeMultiplier",2,208872,2,208888,-72340172838076674,0,0,208896,-72340172838076674,0,208896,0,208896,"",-72340172838076674
"LocalCriticalMultiplier5",39460,59,30,34,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Ferocity",2,"CriticalStrikeMultiplier",2,209030,2,209046,-72340172838076674,0,0,209054,-72340172838076674,0,209054,0,209054,"",-72340172838076674
"LocalCriticalMultiplier6",25466,73,35,38,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"of Destruction",2,"CriticalStrikeMultiplier",2,209194,2,209210,-72340172838076674,0,0,209218,-72340172838076674,0,209218,0,209218,"",-72340172838076674
"LocalCriticalMultiplierUniqueBow3",23069,1,100,100,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeMultiplier",0,209348,0,209348,-72340172838076674,0,0,209348,-72340172838076674,0,209348,0,209348,"",-72340172838076674
"LocalCriticalMultiplierUniqueClaw2",43595,1,25,25,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeMultiplier",0,209480,0,209480,-72340172838076674,0,0,209480,-72340172838076674,0,209480,0,209480,"",-72340172838076674
"LocalCriticalMultiplierUniqueDagger4",1149,1,30,40,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeMultiplier",0,209616,0,209616,-72340172838076674,0,0,209616,-72340172838076674,0,209616,0,209616,"",-72340172838076674
"LocalCriticalMultiplierUniqueOneHandSword4",27538,1,15,20,0,0,0,0,0,0,95,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CriticalStrikeMultiplier",0,209764,0,209764,-72340172838076674,0,0,209764,-72340172838076674,0,209764,0,209764,"",-72340172838076674
"FlaskLevelRequirement7",27078,6,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,209866,0,209866,-72340172838076674,0,0,209866,-72340172838076674,0,209866,0,209866,"",-72340172838076674
"FlaskLevelRequirement10",42851,13,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,209970,0,209970,-72340172838076674,0,0,209970,-72340172838076674,0,209970,0,209970,"",-72340172838076674
"FlaskLevelRequirement14",21916,18,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210074,0,210074,-72340172838076674,0,0,210074,-72340172838076674,0,210074,0,210074,"",-72340172838076674
"FlaskLevelRequirement18",28038,23,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210178,0,210178,-72340172838076674,0,0,210178,-72340172838076674,0,210178,0,210178,"",-72340172838076674
"FlaskLevelRequirement20",2708,25,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210282,0,210282,-72340172838076674,0,0,210282,-72340172838076674,0,210282,0,210282,"",-72340172838076674
"FlaskLevelRequirement26",64045,33,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210386,0,210386,-72340172838076674,0,0,210386,-72340172838076674,0,210386,0,210386,"",-72340172838076674
"FlaskLevelRequirement27",2470,34,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210490,0,210490,-72340172838076674,0,0,210490,-72340172838076674,0,210490,0,210490,"",-72340172838076674
"FlaskLevelRequirement30",32706,38,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210594,0,210594,-72340172838076674,0,0,210594,-72340172838076674,0,210594,0,210594,"",-72340172838076674
"FlaskLevelRequirement34",62286,43,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210698,0,210698,-72340172838076674,0,0,210698,-72340172838076674,0,210698,0,210698,"",-72340172838076674
"FlaskLevelRequirement37",2036,47,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210802,0,210802,-72340172838076674,0,0,210802,-72340172838076674,0,210802,0,210802,"",-72340172838076674
"FlaskLevelRequirement40",42072,50,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,210906,0,210906,-72340172838076674,0,0,210906,-72340172838076674,0,210906,0,210906,"",-72340172838076674
"FlaskLevelRequirement45",16117,57,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,211010,0,211010,-72340172838076674,0,0,211010,-72340172838076674,0,211010,0,211010,"",-72340172838076674
"FlaskLevelRequirement50",45647,63,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,211114,0,211114,-72340172838076674,0,0,211114,-72340172838076674,0,211114,0,211114,"",-72340172838076674
"FlaskLevelRequirement53",41066,67,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,211218,0,211218,-72340172838076674,0,0,211218,-72340172838076674,0,211218,0,211218,"",-72340172838076674
"FlaskLevelRequirement60",57837,75,0,0,0,0,0,0,0,0,-72340172838076674,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskLevelRequirement",0,211322,0,211322,-72340172838076674,0,0,211322,-72340172838076674,0,211322,0,211322,"",-72340172838076674
"FlaskIncreasedRecoverySpeed1",15706,1,50,50,0,0,0,0,0,0,16,-72340172838076674,-72340172838076674,-72340172838076674,2,"Catalysed",1,"FlaskRecoverySpeed",2,211448,2,211464,-72340172838076674,0,0,211472,-72340172838076674,0,211472,0,211472,"",-72340172838076674
"FlaskIncreasedRecoverySpeedUniqueFlask3",12083,1,-30,-20,0,0,0,0,0,0,16,-72340172838076674,-72340172838076674,-72340172838076674,2,"",3,"FlaskRecoverySpeed",0,211602,0,211602,-72340172838076674,0,0,211602,-72340172838076674,0,211602,0,211602,"",-72340172838076674
"FlaskIncreasedRecoveryAmount1",8873,1,50,50,-33,-33,0,0,0,0,396,16,-72340172838076674,-72340172838076674,2,"Saturated",1,"FlaskRecoveryAmount",2,211732,2,211748,-72340172838076674,0,0,211756,-72340172838076674,0,211756,0,211756,"",-72340172838076674
"FlaskIncreasedRecoveryAmountUniqueFlask4",12286,1,30,50,100,100,0,0,0,0,396,16,-72340172838076674,-72340172838076674,2,"",3,"FlaskRecoveryAmount",0,211890,0,211890,-72340172838076674,0,0,211890,-72340172838076674,0,211890,0,211890,"",-72340172838076674
"FlaskIncreasedDuration1",41130,1,-33,-33,0,0,0,0,0,0,16,-72340172838076674,-72340172838076674,-72340172838076674,2,"Saturated",3,"FlaskRecoverySpeed",2,212006,2,212022,-72340172838076674,0,0,212030,-72340172838076674,0,212030,0,212030,"",-72340172838076674
"FlaskIncreasedRecoveryOnLowLife1",6769,6,100,100,0,0,0,0,0,0,389,-72340172838076674,-72340172838076674,-72340172838076674,2,"Cautious",1,"FlaskRecoveryAmount",2,212164,2,212180,-72340172838076674,0,0,212188,-72340172838076674,0,212188,0,212188,"",-72340172838076674
"FlaskInstantRecoveryOnLowLife1",21754,9,1,1,-25,-25,0,0,0,0,390,396,-72340172838076674,-72340172838076674,2,"Panicked",1,"FlaskRecoverySpeed",2,212316,2,212332,-72340172838076674,0,0,212340,-72340172838076674,0,212340,0,212340,"",-72340172838076674
"FlaskPartialInstantRecovery1",5864,3,50,50,-50,-50,135,135,0,0,391,396,16,-72340172838076674,2,"Bubbling",1,"FlaskRecoverySpeed",2,212464,2,212480,-72340172838076674,0,0,212488,-72340172838076674,0,212488,0,212488,"",-72340172838076674
"FlaskFullInstantRecovery1",7381,7,1,1,-66,-66,0,0,0,0,397,396,-72340172838076674,-72340172838076674,2,"Seething",1,"FlaskBuffWhileHealing",2,212612,2,212628,-72340172838076674,0,0,212636,-72340172838076674,0,212636,0,212636,"",-72340172838076674
"FlaskExtraManaCostsLife1",32976,11,60,60,15,15,0,0,0,0,15,386,-72340172838076674,-72340172838076674,2,"Caustic",1,"FlaskRecoveryAmount",4,212752,4,212784,-72340172838076674,0,0,212800,-72340172838076674,0,212800,0,212800,"",-72340172838076674
"FlaskExtraLifeCostsMana1",62107,13,60,60,10,10,0,0,0,0,13,387,-72340172838076674,-72340172838076674,2,"Sapping",1,"FlaskRecoveryAmount",4,212916,4,212948,-72340172838076674,0,0,212964,-72340172838076674,0,212964,0,212964,"",-72340172838076674
"FlaskDispellsChill1",50627,4,1,1,0,0,0,0,0,0,393,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Heat",2,"FlaskDispellChill",1,213066,1,213074,-72340172838076674,0,0,213078,-72340172838076674,0,213078,0,213078,"",-72340172838076674
"FlaskDispellsBurning1",42641,6,1,1,0,0,0,0,0,0,392,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Dousing",2,"FlaskDispellBurning",1,213194,1,213202,-72340172838076674,0,0,213206,-72340172838076674,0,213206,0,213206,"",-72340172838076674
"FlaskRemovesBleeding1",64817,8,1,1,0,0,0,0,0,0,1322,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Staunching",2,"FlaskRemovesBleeding",1,213330,1,213338,-72340172838076674,0,0,213342,-72340172838076674,0,213342,0,213342,"",-72340172838076674
"FlaskRemovesShock1",13534,10,1,1,0,0,0,0,0,0,1323,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Grounding",2,"FlaskRemovesShock",1,213452,1,213460,-72340172838076674,0,0,213464,-72340172838076674,0,213464,0,213464,"",-72340172838076674
"FlaskExtraCharges1",47383,2,10,20,0,0,0,0,0,0,18,-72340172838076674,-72340172838076674,-72340172838076674,2,"Ample",1,"FlaskNumCharges",1,213556,1,213564,-72340172838076674,0,0,213568,-72340172838076674,0,213568,0,213568,"",-72340172838076674
"FlaskChargesAddedIncreasePercent1",1358,3,20,40,0,0,0,0,0,0,395,-72340172838076674,-72340172838076674,-72340172838076674,2,"Perpetual",1,"FlaskRechargeRate",1,213702,1,213710,-72340172838076674,0,0,213714,-72340172838076674,0,213714,0,213714,"",-72340172838076674
"FlaskBuffArmourWhileHealing1",58963,6,60,100,0,0,0,0,0,0,377,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Iron Skin",2,"FlaskBuffWhileHealing",1,213852,1,213860,-72340172838076674,0,0,213864,-72340172838076674,0,213864,0,213864,"",-72340172838076674
"FlaskBuffEvasionWhileHealing",49271,8,60,100,0,0,0,0,0,0,378,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Reflexes",2,"FlaskBuffWhileHealing",1,214000,1,214008,-72340172838076674,0,0,214012,-72340172838076674,0,214012,0,214012,"",-72340172838076674
"FlaskBuffMovementSpeedWhileHealing",35061,5,20,30,0,0,0,0,0,0,380,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Adrenaline",2,"FlaskBuffWhileHealing",1,214164,1,214172,-72340172838076674,0,0,214176,-72340172838076674,0,214176,0,214176,"",-72340172838076674
"FlaskBuffStunRecoveryWhileHealing",12827,1,40,60,0,0,0,0,0,0,381,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Steadiness",2,"FlaskBuffWhileHealing",1,214326,1,214334,-72340172838076674,0,0,214338,-72340172838076674,0,214338,0,214338,"",-72340172838076674
"FlaskBuffResistancesWhileHealing",32195,1,20,30,0,0,0,0,0,0,382,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Resistance",2,"FlaskBuffWhileHealing",1,214486,1,214494,-72340172838076674,0,0,214498,-72340172838076674,0,214498,0,214498,"",-72340172838076674
"FlaskBuffLifeLeechWhileHealing",39567,10,2,2,0,0,0,0,0,0,383,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Gluttony",2,"FlaskBuffWhileHealing",1,214638,1,214646,-72340172838076674,0,0,214650,-72340172838076674,0,214650,0,214650,"",-72340172838076674
"FlaskBuffManaLeechWhileHealing",6752,12,2,2,0,0,0,0,0,0,384,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Craving",2,"FlaskBuffWhileHealing",1,214788,1,214796,-72340172838076674,0,0,214800,-72340172838076674,0,214800,0,214800,"",-72340172838076674
"FlaskBuffKnockbackWhileHealing",4209,9,1,1,0,0,0,0,0,0,385,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Fending",2,"FlaskBuffWhileHealing",1,214938,1,214946,-72340172838076674,0,0,214950,-72340172838076674,0,214950,0,214950,"",-72340172838076674
"FlaskHealsMinions1",34028,10,40,60,0,0,0,0,0,0,398,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Animation",2,"FlaskHealsOthers",3,215058,3,215082,-72340172838076674,0,0,215094,-72340172838076674,0,215094,0,215094,"",-72340172838076674
"FlaskFullRechargeOnCrit1",28691,8,1,1,0,0,0,0,0,0,399,-72340172838076674,-72340172838076674,-72340172838076674,2,"Surgeon's",1,"FlaskRechargeRate",2,215210,2,215226,-72340172838076674,0,0,215234,-72340172838076674,0,215234,0,215234,"",-72340172838076674
"FlaskFullRechargeOnTakeCrit1",30471,12,3,3,0,0,0,0,0,0,400,-72340172838076674,-72340172838076674,-72340172838076674,2,"Avenger's",1,"FlaskRechargeRate",1,215358,1,215366,-72340172838076674,0,0,215370,-72340172838076674,0,215370,0,215370,"",-72340172838076674
"LocalIncreaseSocketedGemLevel1",47849,50,1,1,0,0,0,0,0,0,530,-72340172838076674,-72340172838076674,-72340172838076674,1,"Paragon's",1,"IncreaseSocketedGemLevel",2,215512,2,215528,-72340172838076674,0,0,215536,-72340172838076674,0,215536,0,215536,"",-72340172838076674
"LocalIncreaseSocketedFireGemLevel1",38336,2,1,1,0,0,0,0,0,0,521,-72340172838076674,-72340172838076674,-72340172838076674,1,"Flame Spinner's",1,"IncreaseSpecificSocketedGemLevel",6,215714,6,215762,-72340172838076674,0,0,215786,-72340172838076674,0,215786,0,215786,"",-72340172838076674
"LocalIncreaseSocketedFireGemLevel2_",50608,55,2,2,0,0,0,0,0,0,521,-72340172838076674,-72340172838076674,-72340172838076674,1,"Lava Caller's",1,"IncreaseSpecificSocketedGemLevel",6,215962,6,216010,-72340172838076674,0,0,216034,-72340172838076674,0,216034,0,216034,"",-72340172838076674
"LocalIncreaseSocketedColdGemLevel1",300,2,1,1,0,0,0,0,0,0,522,-72340172838076674,-72340172838076674,-72340172838076674,1,"Frost Weaver's",1,"IncreaseSpecificSocketedGemLevel",6,216210,6,216258,-72340172838076674,0,0,216282,-72340172838076674,0,216282,0,216282,"",-72340172838076674
"LocalIncreaseSocketedColdGemLevel2",2042,55,2,2,0,0,0,0,0,0,522,-72340172838076674,-72340172838076674,-72340172838076674,1,"Winterbringer's",1,"IncreaseSpecificSocketedGemLevel",6,216460,6,216508,-72340172838076674,0,0,216532,-72340172838076674,0,216532,0,216532,"",-72340172838076674
"LocalIncreaseSocketedLightningGemLevel1",21044,2,1,1,0,0,0,0,0,0,523,-72340172838076674,-72340172838076674,-72340172838076674,1,"Thunder Lord's",1,"IncreaseSpecificSocketedGemLevel",6,216718,6,216766,-72340172838076674,0,0,216790,-72340172838076674,0,216790,0,216790,"",-72340172838076674
"LocalIncreaseSocketedLightningGemLevel2",61203,55,2,2,0,0,0,0,0,0,523,-72340172838076674,-72340172838076674,-72340172838076674,1,"Tempest King's",1,"IncreaseSpecificSocketedGemLevel",6,216976,6,217024,-72340172838076674,0,0,217048,-72340172838076674,0,217048,0,217048,"",-72340172838076674
